"noau_cd_id"|"stat_cd_id"|"noau_cd_om"|"noau_ds_assunto"|"noau_tx_numero_na"|"qtde_prorrogacoes"
5717|1|"0519"|NOTA DE AUDITORIA - PATRIMÔNIO|"834-5/2023"|1
216|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"138-4/2022"|2
7978|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"472-4/2024"|1
9334|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1268-4/2024"|1
12242|1|"0521"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2753-4/2024"|1
7497|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"279-4/2024"|3
9822|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1504-4/2024"|1
2145|1|"0385"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"844-4/2023"|1
5451|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1963-4/2023"|2
8218|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"600-4/2024"|1
6464|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2325-4/2023"|4
361|8|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"124-4/2023"|1
8032|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"526-4/2024"|1
3035|1|"0574"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1141-4/2023"|2
11917|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2682-4/2024"|6
9564|1|"0656"|NOTA DE AUDITORIA - PATRIMÔNIO|"209-5/2024"|2
12434|1|"0605"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2859-4/2024"|2
5387|1|"0593"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1924-4/2023"|1
7603|1|"0693"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"200-1/2024"|2
3680|1|"0580"|NOTA DE AUDITORIA - PATRIMÔNIO|"514-5/2023"|1
1833|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"756-4/2023"|1
8645|8|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"960-4/2024"|2
772|1|"0385"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"337-4/2023"|1
3942|1|"1251"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"538-2/2023"|1
11457|1|"0053"|NOTA DE AUDITORIA - PATRIMÔNIO|"535-5/2024"|1
8933|1|"0729"|NOTA DE AUDITORIA - MUNICIAMENTO|"430-6/2024"|1
1857|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"770-4/2023"|8
6509|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2370-4/2023"|1
6901|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"66-4/2024"|1
9736|1|"0519"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1439-4/2024"|1
7139|8|"0575"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"155-4/2024"|2
3826|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1327-4/2023"|1
9489|1|"1170"|NOTA DE AUDITORIA - PATRIMÔNIO|"194-5/2024"|1
9743|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1446-4/2024"|4
5301|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1869-4/2023"|15
12912|1|"0529"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"66-4/2025"|1
10587|8|"0314"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1862-4/2024"|1
4359|8|"0542"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1471-4/2023"|1
4221|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1002-1/2023"|2
5509|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1266-1/2023"|2
8089|1|"0512"|NOTA DE AUDITORIA - PATRIMÔNIO|"113-5/2024"|1
10871|8|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2006-4/2024"|9
7868|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"369-4/2024"|6
13118|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"260-4/2025"|1
5442|1|"0292"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1220-1/2023"|1
9168|1|"0575"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1126-4/2024"|4
11303|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2292-4/2024"|1
8230|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"612-4/2024"|1
10925|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2060-4/2024"|1
7359|1|"1251"|NOTA DE AUDITORIA - MUNICIAMENTO|"25-6/2024"|1
13315|8|"0630"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"398-4/2025"|1
10361|8|"0524"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1664-4/2024"|1
10636|1|"1061"|NOTA DE AUDITORIA - PATRIMÔNIO|"388-5/2024"|2
8478|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"854-4/2024"|1
6470|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2331-4/2023"|2
1318|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"589-4/2023"|7
9735|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1438-4/2024"|6
1560|1|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"668-4/2023"|1
9397|1|"1070"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"504-1/2024"|1
768|8|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"333-4/2023"|1
7365|1|"0574"|NOTA DE AUDITORIA - MUNICIAMENTO|"31-6/2024"|2
4478|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1562-4/2023"|2
11368|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2355-4/2024"|4
8132|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"270-1/2024"|2
4286|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1401-4/2023"|1
5673|1|"1280"|NOTA DE AUDITORIA - MUNICIAMENTO|"477-6/2023"|3
725|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"290-4/2023"|1
4755|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1666-4/2023"|2
5078|1|"0307"|NOTA DE AUDITORIA - PATRIMÔNIO|"726-5/2023"|1
10710|8|"0553"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"189-2/2024"|1
9014|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1045-4/2024"|1
9360|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"473-1/2024"|1
2305|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"879-4/2023"|2
13432|1|"1237"|NOTA DE AUDITORIA - MUNICIAMENTO|"15-6/2025"|1
4734|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1649-4/2023"|1
367|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"130-4/2023"|1
6093|1|"0586"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"854-2/2023"|2
5046|1|"1301"|NOTA DE AUDITORIA - PATRIMÔNIO|"709-5/2023"|2
825|1|"0574"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"390-4/2023"|1
527|1|"0574"|NOTA DE AUDITORIA - MUNICIAMENTO|"19-6/2023"|1
12324|1|"1175"|NOTA DE AUDITORIA - ATOS DE PESSOAL|"32-8/2024"|1
12665|1|"0649"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3053-4/2024"|1
5339|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1883-4/2023"|1
7896|1|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"396-4/2024"|1
5410|1|"1302"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1945-4/2023"|1
4526|8|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1595-4/2023"|1
7186|8|"0810"|NOTA DE AUDITORIA - PATRIMÔNIO|"26-5/2024"|1
3091|1|"0093"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1195-4/2023"|1
13330|1|"0382"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"413-4/2025"|1
11607|1|"1032"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2521-4/2024"|3
13176|1|"1251"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"35-1/2025"|1
8582|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"930-4/2024"|5
9746|8|"1215"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1449-4/2024"|1
6562|8|"0093"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"891-2/2023"|1
11210|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2245-4/2024"|1
11097|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2140-4/2024"|1
12352|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2792-4/2024"|2
839|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"404-4/2023"|3
4849|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1116-1/2023"|1
12542|1|"1042"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2933-4/2024"|2
9856|1|"0576"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"594-1/2024"|2
2537|1|"0570"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"385-2/2023"|1
9554|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1308-4/2024"|1
6217|1|"0576"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2184-4/2023"|2
6307|8|"0544"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1481-1/2023"|1
11150|1|"0606"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2193-4/2024"|1
4715|1|"1028"|NOTA DE AUDITORIA - MUNICIAMENTO|"406-6/2023"|1
8731|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1008-4/2024"|4
314|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"80-4/2023"|1
918|1|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"100-1/2023"|1
5855|1|"0644"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1412-1/2023"|11
4513|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1584-4/2023"|1
3598|1|"0574"|NOTA DE AUDITORIA - PATRIMÔNIO|"439-5/2023"|2
11602|1|"0794"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2517-4/2024"|2
4491|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1570-4/2023"|8
7897|8|"1073"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"397-4/2024"|3
7328|1|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"235-4/2024"|1
6768|1|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2476-4/2023"|1
83|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"48-4/2022"|1
9685|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1388-4/2024"|1
4324|8|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1439-4/2023"|1
12345|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2785-4/2024"|2
4172|1|"0794"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"595-2/2023"|1
9858|8|"0570"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"596-1/2024"|1
3969|1|"0665"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1335-4/2023"|1
5867|1|"1047"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1421-1/2023"|2
9566|8|"0071"|NOTA DE AUDITORIA - PATRIMÔNIO|"211-5/2024"|1
12778|1|"1281"|NOTA DE AUDITORIA - PATRIMÔNIO|"8-5/2025"|1
9041|8|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1066-4/2024"|1
3230|1|"0662"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1254-4/2023"|1
6720|1|"0126"|NOTA DE AUDITORIA - PATRIMÔNIO|"955-5/2023"|1
2737|1|"0034"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"577-1/2023"|1
10515|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1790-4/2024"|1
312|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"78-4/2023"|5
7170|1|"0874"|NOTA DE AUDITORIA - PATRIMÔNIO|"10-5/2024"|2
6699|8|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2458-4/2023"|1
7201|1|"0882"|NOTA DE AUDITORIA - PATRIMÔNIO|"41-5/2024"|1
5887|8|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1439-1/2023"|5
11858|1|"1251"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"822-1/2024"|5
9294|1|"0570"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1251-4/2024"|1
438|1|"0570"|NOTA DE AUDITORIA - PATRIMÔNIO|"17-5/2023"|3
5703|1|"0004"|NOTA DE AUDITORIA - PATRIMÔNIO|"822-5/2023"|1
12734|1|"0574"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"964-1/2024"|2
7456|1|"0693"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"46-2/2024"|1
9726|1|"0384"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1429-4/2024"|1
1485|8|"1215"|NOTA DE AUDITORIA - PATRIMÔNIO|"160-5/2023"|1
6710|8|"0587"|NOTA DE AUDITORIA - PATRIMÔNIO|"945-5/2023"|1
1050|8|"0726"|NOTA DE AUDITORIA - PATRIMÔNIO|"102-5/2023"|2
4683|1|"0518"|NOTA DE AUDITORIA - MUNICIAMENTO|"385-6/2023"|1
5681|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1990-4/2023"|2
11774|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2617-4/2024"|3
8070|1|"0722"|NOTA DE AUDITORIA - PATRIMÔNIO|"94-5/2024"|3
9817|1|"1071"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1500-4/2024"|2
7399|8|"0584"|NOTA DE AUDITORIA - MUNICIAMENTO|"65-6/2024"|1
530|1|"0570"|NOTA DE AUDITORIA - MUNICIAMENTO|"22-6/2023"|1
10771|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1941-4/2024"|9
12659|1|"0686"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3047-4/2024"|2
10160|8|"0640"|NOTA DE AUDITORIA - PATRIMÔNIO|"287-5/2024"|1
7264|1|"1280"|NOTA DE AUDITORIA - MUNICIAMENTO|"12-6/2024"|1
6877|1|"0685"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"44-4/2024"|9
3566|8|"1085"|NOTA DE AUDITORIA - PATRIMÔNIO|"407-5/2023"|2
12860|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"15-4/2025"|1
6703|1|"0518"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1588-1/2023"|2
8381|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"763-4/2024"|2
7016|1|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"142-4/2024"|2
8877|1|"1215"|NOTA DE AUDITORIA - MUNICIAMENTO|"374-6/2024"|1
12054|8|"0292"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"864-1/2024"|1
4863|1|"1075"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1729-4/2023"|1
4357|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1470-4/2023"|1
5202|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1202-1/2023"|1
11468|1|"0761"|NOTA DE AUDITORIA - PATRIMÔNIO|"546-5/2024"|1
6497|1|"0292"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2358-4/2023"|1
11786|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2629-4/2024"|1
11462|1|"1163"|NOTA DE AUDITORIA - PATRIMÔNIO|"540-5/2024"|2
8107|8|"0053"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"86-2/2024"|1
6544|1|"0525"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2401-4/2023"|2
11153|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2196-4/2024"|8
5369|1|"0553"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1907-4/2023"|1
345|8|"0631"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"111-4/2023"|1
10986|1|"1215"|NOTA DE AUDITORIA - PATRIMÔNIO|"455-5/2024"|1
8794|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1027-4/2024"|18
3077|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1182-4/2023"|4
850|1|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"415-4/2023"|2
3197|1|"0053"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"481-2/2023"|1
6888|1|"0576"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"55-4/2024"|1
11588|1|"0836"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2503-4/2024"|2
6111|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2113-4/2023"|1
7019|1|"1271"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"38-1/2024"|1
5724|1|"0551"|NOTA DE AUDITORIA - PATRIMÔNIO|"841-5/2023"|1
13329|1|"0584"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"412-4/2025"|1
10594|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1869-4/2024"|1
2871|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1065-4/2023"|4
3016|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1122-4/2023"|8
12529|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2920-4/2024"|1
7930|1|"0004"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"426-4/2024"|4
2992|1|"0722"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"456-2/2023"|1
10892|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2027-4/2024"|3
8879|1|"0584"|NOTA DE AUDITORIA - MUNICIAMENTO|"376-6/2024"|2
5963|1|"0559"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1452-1/2023"|1
6087|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2097-4/2023"|3
12348|1|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2788-4/2024"|6
12808|1|"0765"|NOTA DE AUDITORIA - PATRIMÔNIO|"37-5/2025"|1
4616|1|"0791"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"653-2/2023"|1
8299|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"681-4/2024"|2
4701|1|"0593"|NOTA DE AUDITORIA - MUNICIAMENTO|"392-6/2023"|1
560|8|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"187-4/2023"|1
13324|1|"1320"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"407-4/2025"|1
7094|8|"0832"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"102-1/2024"|2
4222|8|"1215"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1003-1/2023"|1
12746|1|"1070"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"974-1/2024"|1
8710|8|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"988-4/2024"|2
12416|8|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2841-4/2024"|1
6790|1|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2495-4/2023"|5
4403|1|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1512-4/2023"|2
6978|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"120-4/2024"|1
10889|8|"1074"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2024-4/2024"|3
7895|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"395-4/2024"|3
4218|1|"0520"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"999-1/2023"|5
694|8|"0518"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"264-4/2023"|1
1584|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"681-4/2023"|1
10373|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1672-4/2024"|7
6998|8|"1280"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"130-4/2024"|1
9042|1|"1267"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1067-4/2024"|1
3979|1|"0574"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1345-4/2023"|1
11872|1|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2661-4/2024"|2
5056|1|"0722"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"730-2/2023"|1
11155|1|"0557"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2198-4/2024"|1
5814|1|"0292"|NOTA DE AUDITORIA - MUNICIAMENTO|"487-6/2023"|1
7186|1|"0810"|NOTA DE AUDITORIA - PATRIMÔNIO|"26-5/2024"|1
7284|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"195-4/2024"|2
4003|1|"0557"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"921-1/2023"|5
5731|8|"1035"|NOTA DE AUDITORIA - PATRIMÔNIO|"848-5/2023"|1
4796|1|"1175"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1676-4/2023"|1
13304|1|"0306"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"388-4/2025"|1
10706|8|"0762"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1891-4/2024"|1
7124|1|"0337"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"118-1/2024"|2
5270|8|"1251"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1845-4/2023"|2
4083|1|"0794"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"563-2/2023"|1
7880|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"381-4/2024"|2
1975|1|"0574"|NOTA DE AUDITORIA - MUNICIAMENTO|"118-6/2023"|1
1258|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"567-4/2023"|1
10656|1|"0314"|NOTA DE AUDITORIA - PATRIMÔNIO|"408-5/2024"|1
8729|8|"0542"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1006-4/2024"|2
10741|1|"0685"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1921-4/2024"|1
11046|8|"0210"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2095-4/2024"|1
7602|1|"1072"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"199-1/2024"|2
1430|1|"1031"|NOTA DE AUDITORIA - PATRIMÔNIO|"141-5/2023"|2
10687|8|"1249"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1878-4/2024"|1
2192|1|"0053"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"388-1/2023"|1
10908|1|"1031"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2043-4/2024"|1
8452|8|"0559"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"828-4/2024"|2
11541|1|"0002"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2459-4/2024"|3
3395|1|"0385"|NOTA DE AUDITORIA - MUNICIAMENTO|"232-6/2023"|1
13523|1|"0791"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"61-1/2025"|1
3769|1|"0053"|NOTA DE AUDITORIA - PATRIMÔNIO|"584-5/2023"|1
7283|8|"1064"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"194-4/2024"|1
6799|1|"0536"|NOTA DE AUDITORIA - MUNICIAMENTO|"567-6/2023"|1
11529|1|"0303"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2448-4/2024"|3
5887|1|"1069"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"1439-1/2023"|2
11297|1|"0586"|NOTA DE AUDITORIA - PATRIMÔNIO|"519-5/2024"|2
8306|1|"1070"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"688-4/2024"|2
7200|1|"0882"|NOTA DE AUDITORIA - PATRIMÔNIO|"40-5/2024"|1
13550|1|"0269"|NOTA DE AUDITORIA - MUNICIAMENTO|"42-6/2025"|1
11656|1|"0576"|NOTA DE AUDITORIA - COMPRAS, CONTRATAÇÕES E ACORDOS ADMINISTRATIVOS|"277-2/2024"|2
10151|1|"0307"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1565-4/2024"|1
528|1|"0518"|NOTA DE AUDITORIA - MUNICIAMENTO|"20-6/2023"|1
12685|8|"1069"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"3064-4/2024"|7
9904|8|"0575"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1546-4/2024"|1
6513|1|"1271"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2374-4/2023"|2
974|1|"1073"|NOTA DE AUDITORIA - ORÇAMENTÁRIA E FINANCEIRA|"141-1/2023"|2
4382|8|"0553"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"1491-4/2023"|1
3404|1|"0835"|NOTA DE AUDITORIA - MUNICIAMENTO|"241-6/2023"|1
1249|1|"0053"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"559-4/2023"|2
11705|8|"1245"|NOTA DE AUDITORIA - RECURSOS HUMANOS|"2564-4/2024"|7
5837|1|"0525"|NOTA DE AUDITORIA - MUNICIAMENTO|"510-6/2023"|1
9566|1|"0071"|NOTA DE AUDITORIA - PATRIMÔNIO|"211-5/2024"|1
